"Section","week","x","x2019","change","Section.name"
" C",8,1065,522,104.022988505747,"Manufacturing"
" C",9,1072,486,120.576131687243,"Manufacturing"
" C",10,923,535,72.5233644859813,"Manufacturing"
" C",11,1019,527,93.3586337760911,"Manufacturing"
" C",12,1019,508,100.590551181102,"Manufacturing"
" C",13,1043,625,66.88,"Manufacturing"
" C",14,918,598,53.5117056856187,"Manufacturing"
" C",15,967,664,45.6325301204819,"Manufacturing"
" C",16,886,373,137.533512064343,"Manufacturing"
" C",17,880,474,85.6540084388186,"Manufacturing"
" C",18,854,397,115.113350125945,"Manufacturing"
" C",19,829,521,59.1170825335892,"Manufacturing"
" C",20,976,548,78.1021897810219,"Manufacturing"
" C",21,786,477,64.7798742138365,"Manufacturing"
" C",22,635,508,25,"Manufacturing"
" C",23,768,552,39.1304347826087,"Manufacturing"
" C",24,836,531,57.4387947269303,"Manufacturing"
" C",25,778,431,80.5104408352668,"Manufacturing"
" C",26,861,496,73.5887096774193,"Manufacturing"
" C",27,715,540,32.4074074074074,"Manufacturing"
" C",28,643,496,29.6370967741936,"Manufacturing"
" C",29,634,463,36.9330453563715,"Manufacturing"
" C",30,682,439,55.3530751708428,"Manufacturing"
" D",1,26,16,62.5,"Electricity, gas, steam and air conditioning supply"
" D",2,47,30,56.6666666666667,"Electricity, gas, steam and air conditioning supply"
" D",3,34,19,78.9473684210526,"Electricity, gas, steam and air conditioning supply"
" D",4,37,27,37.037037037037,"Electricity, gas, steam and air conditioning supply"
" D",5,43,12,258.333333333333,"Electricity, gas, steam and air conditioning supply"
" D",6,39,18,116.666666666667,"Electricity, gas, steam and air conditioning supply"
" D",7,38,17,123.529411764706,"Electricity, gas, steam and air conditioning supply"
" D",8,32,15,113.333333333333,"Electricity, gas, steam and air conditioning supply"
" D",9,42,24,75,"Electricity, gas, steam and air conditioning supply"
" D",10,38,35,8.57142857142856,"Electricity, gas, steam and air conditioning supply"
" D",11,46,17,170.588235294118,"Electricity, gas, steam and air conditioning supply"
" D",12,46,30,53.3333333333333,"Electricity, gas, steam and air conditioning supply"
" D",13,39,23,69.5652173913043,"Electricity, gas, steam and air conditioning supply"
" D",14,31,27,14.8148148148148,"Electricity, gas, steam and air conditioning supply"
" D",15,41,23,78.2608695652174,"Electricity, gas, steam and air conditioning supply"
" D",16,38,13,192.307692307692,"Electricity, gas, steam and air conditioning supply"
" D",17,44,23,91.304347826087,"Electricity, gas, steam and air conditioning supply"
" D",18,42,23,82.6086956521739,"Electricity, gas, steam and air conditioning supply"
" D",19,50,29,72.4137931034483,"Electricity, gas, steam and air conditioning supply"
" D",20,42,31,35.4838709677419,"Electricity, gas, steam and air conditioning supply"
" D",21,63,30,110,"Electricity, gas, steam and air conditioning supply"
" D",22,23,33,-30.3030303030303,"Electricity, gas, steam and air conditioning supply"
" D",23,50,32,56.25,"Electricity, gas, steam and air conditioning supply"
" D",24,34,21,61.9047619047619,"Electricity, gas, steam and air conditioning supply"
" D",25,30,26,15.3846153846154,"Electricity, gas, steam and air conditioning supply"
" D",26,30,20,50,"Electricity, gas, steam and air conditioning supply"
" D",27,39,40,-2.5,"Electricity, gas, steam and air conditioning supply"
" D",28,29,19,52.6315789473684,"Electricity, gas, steam and air conditioning supply"
" D",29,36,29,24.1379310344828,"Electricity, gas, steam and air conditioning supply"
" D",30,36,22,63.6363636363636,"Electricity, gas, steam and air conditioning supply"
" E",1,36,12,200,"Water supply; sewerage, waste management and remediation activities"
" E",2,55,20,175,"Water supply; sewerage, waste management and remediation activities"
" E",3,62,27,129.62962962963,"Water supply; sewerage, waste management and remediation activities"
" E",4,52,21,147.619047619048,"Water supply; sewerage, waste management and remediation activities"
" E",5,57,27,111.111111111111,"Water supply; sewerage, waste management and remediation activities"
" E",6,56,26,115.384615384615,"Water supply; sewerage, waste management and remediation activities"
" E",7,54,26,107.692307692308,"Water supply; sewerage, waste management and remediation activities"
" E",8,73,35,108.571428571429,"Water supply; sewerage, waste management and remediation activities"
" E",9,88,24,266.666666666667,"Water supply; sewerage, waste management and remediation activities"
" E",10,58,37,56.7567567567568,"Water supply; sewerage, waste management and remediation activities"
" E",11,58,28,107.142857142857,"Water supply; sewerage, waste management and remediation activities"
" E",12,60,28,114.285714285714,"Water supply; sewerage, waste management and remediation activities"
" E",13,62,29,113.793103448276,"Water supply; sewerage, waste management and remediation activities"
" E",14,64,37,72.972972972973,"Water supply; sewerage, waste management and remediation activities"
" E",15,49,38,28.9473684210526,"Water supply; sewerage, waste management and remediation activities"
" E",16,55,14,292.857142857143,"Water supply; sewerage, waste management and remediation activities"
" E",17,50,25,100,"Water supply; sewerage, waste management and remediation activities"
" E",18,48,19,152.631578947368,"Water supply; sewerage, waste management and remediation activities"
" E",19,51,34,50,"Water supply; sewerage, waste management and remediation activities"
" E",20,59,32,84.375,"Water supply; sewerage, waste management and remediation activities"
" E",21,33,31,6.4516129032258,"Water supply; sewerage, waste management and remediation activities"
" E",22,46,19,142.105263157895,"Water supply; sewerage, waste management and remediation activities"
" E",23,53,34,55.8823529411765,"Water supply; sewerage, waste management and remediation activities"
" E",24,62,29,113.793103448276,"Water supply; sewerage, waste management and remediation activities"
" E",25,46,30,53.3333333333333,"Water supply; sewerage, waste management and remediation activities"
" E",26,63,28,125,"Water supply; sewerage, waste management and remediation activities"
" E",27,70,36,94.4444444444444,"Water supply; sewerage, waste management and remediation activities"
" E",28,44,23,91.304347826087,"Water supply; sewerage, waste management and remediation activities"
" E",29,49,28,75,"Water supply; sewerage, waste management and remediation activities"
" E",30,70,26,169.230769230769,"Water supply; sewerage, waste management and remediation activities"
" F",1,2351,977,140.634595701126,"Construction"
" F",2,2824,1581,78.6211258697027,"Construction"
" F",3,3034,1689,79.6329188869153,"Construction"
" F",4,2810,1793,56.7205800334635,"Construction"
" F",5,2869,1588,80.6675062972292,"Construction"
" F",6,3146,1966,60.0203458799593,"Construction"
" F",7,2764,1727,60.0463231036479,"Construction"
" F",8,3080,1794,71.6833890746934,"Construction"
" F",9,3180,1839,72.9200652528548,"Construction"
" F",10,3075,1887,62.9570747217806,"Construction"
" F",11,2950,1955,50.8951406649616,"Construction"
" F",12,3069,1934,58.6866597724922,"Construction"
" F",13,3353,2105,59.2874109263658,"Construction"
" F",14,2489,2127,17.0192759755524,"Construction"
" F",15,2911,2249,29.4353045798132,"Construction"
" F",16,2504,1149,117.92863359443,"Construction"
" F",17,2626,1753,49.8003422703936,"Construction"
" F",18,2357,1489,58.2941571524513,"Construction"
" F",19,2789,2008,38.894422310757,"Construction"
" F",20,3207,1907,68.1699003670687,"Construction"
" F",21,2563,1641,56.1852528945765,"Construction"
" F",22,2168,1763,22.9722064662507,"Construction"
" F",23,2422,1730,40,"Construction"
" F",24,2577,1848,39.4480519480519,"Construction"
" F",25,2425,1654,46.6142684401451,"Construction"
" F",26,2532,1659,52.622061482821,"Construction"
" F",27,2590,1962,32.0081549439348,"Construction"
" F",28,2286,1797,27.212020033389,"Construction"
" F",29,2293,1543,48.6066104990279,"Construction"
" F",30,2398,1584,51.3888888888889,"Construction"
" G",1,3687,930,296.451612903226,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",2,4141,1396,196.63323782235,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",3,4361,1451,200.551343900758,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",4,4190,1557,169.107257546564,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",5,4204,1336,214.670658682635,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",6,4669,1552,200.837628865979,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",7,3901,1554,151.029601029601,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",8,4260,1559,173.25208466966,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",9,4716,1703,176.923076923077,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",10,4087,1719,137.754508435137,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",11,4021,1760,128.465909090909,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",12,4204,1689,148.90467732386,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",13,4458,1994,123.570712136409,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",14,3811,1570,142.738853503185,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",15,4266,1967,116.87849517031,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",16,3826,1240,208.548387096774,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",17,4045,1729,133.95026026605,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",18,3792,1202,215.474209650582,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",19,3982,1693,135.203780271707,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",20,4420,1723,156.529309344167,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",21,3619,1389,160.547156227502,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",22,3282,1675,95.9402985074627,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",23,3428,1669,105.392450569203,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",24,3024,1667,81.4037192561488,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",25,3473,1622,114.118372379778,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",26,3362,1532,119.451697127937,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",27,2948,1670,76.5269461077844,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",28,2850,1501,89.873417721519,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",29,2819,1372,105.466472303207,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" G",30,2808,1465,91.6723549488055,"Wholesale and retail trade; repair of motor vehicles and motorcycles"
" H",1,719,304,136.513157894737,"Transportation and storage"
" H",2,910,481,89.1891891891892,"Transportation and storage"
" H",3,1104,542,103.690036900369,"Transportation and storage"
" H",4,880,715,23.0769230769231,"Transportation and storage"
" H",5,972,412,135.922330097087,"Transportation and storage"
" H",6,1101,653,68.6064318529862,"Transportation and storage"
" H",7,722,482,49.792531120332,"Transportation and storage"
" H",8,991,536,84.8880597014925,"Transportation and storage"
" H",9,1335,543,145.85635359116,"Transportation and storage"
" H",10,717,793,-9.58385876418664,"Transportation and storage"
" H",11,802,943,-14.9522799575822,"Transportation and storage"
" H",12,965,914,5.57986870897156,"Transportation and storage"
" H",13,1103,886,24.4920993227991,"Transportation and storage"
" H",14,722,770,-6.23376623376624,"Transportation and storage"
" H",15,774,734,5.44959128065394,"Transportation and storage"
" H",16,823,418,96.88995215311,"Transportation and storage"
" H",17,922,652,41.4110429447853,"Transportation and storage"
" H",18,765,623,22.792937399679,"Transportation and storage"
" H",19,813,1339,-39.2830470500373,"Transportation and storage"
" H",20,883,1315,-32.851711026616,"Transportation and storage"
" H",21,1001,665,50.5263157894737,"Transportation and storage"
" H",22,977,659,48.2549317147193,"Transportation and storage"
" H",23,1010,668,51.1976047904192,"Transportation and storage"
" H",24,741,696,6.46551724137931,"Transportation and storage"
" H",25,682,946,-27.9069767441861,"Transportation and storage"
" H",26,732,594,23.2323232323232,"Transportation and storage"
" H",27,885,704,25.7102272727273,"Transportation and storage"
" H",28,1016,839,21.0965435041716,"Transportation and storage"
" H",29,1060,1259,-15.8061953931692,"Transportation and storage"
" H",30,1182,1206,-1.99004975124378,"Transportation and storage"
" I",1,2184,1012,115.810276679842,"Accommodation and food service activities"
" I",2,2802,1883,48.8050982474774,"Accommodation and food service activities"
" I",3,2838,2124,33.6158192090396,"Accommodation and food service activities"
" I",4,2643,2072,27.5579150579151,"Accommodation and food service activities"
" I",5,2716,1748,55.3775743707094,"Accommodation and food service activities"
" I",6,2943,2324,26.6351118760757,"Accommodation and food service activities"
" I",7,2659,2021,31.56853043048,"Accommodation and food service activities"
" I",8,3457,2143,61.3159122725152,"Accommodation and food service activities"
" I",9,3945,2306,71.0754553339115,"Accommodation and food service activities"
" I",10,3457,2544,35.8883647798742,"Accommodation and food service activities"
" I",11,3397,2365,43.6363636363636,"Accommodation and food service activities"
" I",12,3397,2364,43.6971235194585,"Accommodation and food service activities"
" I",13,3959,2604,52.0353302611367,"Accommodation and food service activities"
" I",14,3049,2185,39.5423340961098,"Accommodation and food service activities"
" I",15,3304,2550,29.5686274509804,"Accommodation and food service activities"
" I",16,2970,1604,85.1620947630923,"Accommodation and food service activities"
" I",17,3490,2326,50.0429922613929,"Accommodation and food service activities"
" I",18,2838,1888,50.3177966101695,"Accommodation and food service activities"
" I",19,3614,2249,60.6936416184971,"Accommodation and food service activities"
" I",20,3925,2229,76.0879318079857,"Accommodation and food service activities"
" I",21,3059,2096,45.9446564885496,"Accommodation and food service activities"
" I",22,2468,2030,21.5763546798029,"Accommodation and food service activities"
" I",23,3339,2001,66.8665667166417,"Accommodation and food service activities"
" I",24,3067,2347,30.6774605879847,"Accommodation and food service activities"
" I",25,2901,2208,31.3858695652174,"Accommodation and food service activities"
" I",26,3054,2037,49.9263622974963,"Accommodation and food service activities"
" I",27,2863,2280,25.5701754385965,"Accommodation and food service activities"
" I",28,2778,2183,27.256069628951,"Accommodation and food service activities"
" I",29,2752,2031,35.4997538158543,"Accommodation and food service activities"
" I",30,2737,1937,41.3009808982963,"Accommodation and food service activities"
" K",1,2383,869,174.223245109321,"Financial and insurance activities"
" K",2,3526,1493,136.168787675821,"Financial and insurance activities"
" K",3,3588,1621,121.344848858729,"Financial and insurance activities"
" K",4,3353,1757,90.8366533864542,"Financial and insurance activities"
" K",5,3330,1820,82.967032967033,"Financial and insurance activities"
" K",6,4075,2243,81.6763263486402,"Financial and insurance activities"
" K",7,3711,1908,94.4968553459119,"Financial and insurance activities"
" K",8,4375,2017,116.906296479921,"Financial and insurance activities"
" K",9,4324,1765,144.985835694051,"Financial and insurance activities"
" K",10,3343,2203,51.7476168860645,"Financial and insurance activities"
" K",11,3562,2226,60.0179694519317,"Financial and insurance activities"
" K",12,3519,2264,55.4328621908127,"Financial and insurance activities"
" K",13,3912,2581,51.5691592406044,"Financial and insurance activities"
" K",14,2601,1970,32.0304568527919,"Financial and insurance activities"
" K",15,3209,1932,66.0973084886128,"Financial and insurance activities"
" K",16,3227,1295,149.189189189189,"Financial and insurance activities"
" K",17,3791,1773,113.818386914834,"Financial and insurance activities"
" K",18,2682,1522,76.215505913272,"Financial and insurance activities"
" K",19,3001,1961,53.0341662417134,"Financial and insurance activities"
" K",20,4143,2103,97.0042796005706,"Financial and insurance activities"
" K",21,3281,1704,92.5469483568075,"Financial and insurance activities"
" K",22,2576,1797,43.3500278241514,"Financial and insurance activities"
" K",23,3080,1929,59.66822187662,"Financial and insurance activities"
" K",24,2643,1866,41.6398713826366,"Financial and insurance activities"
" K",25,3273,1769,85.0197851893725,"Financial and insurance activities"
" K",26,2937,2061,42.5036390101892,"Financial and insurance activities"
" K",27,2719,2154,26.230269266481,"Financial and insurance activities"
" K",28,2946,2032,44.9803149606299,"Financial and insurance activities"
" K",29,2842,2096,35.5916030534351,"Financial and insurance activities"
" K",30,3077,2075,48.289156626506,"Financial and insurance activities"
" L",1,2222,922,140.997830802603,"Real estate activities"
" L",2,2831,1503,88.356620093147,"Real estate activities"
" L",3,3268,1760,85.6818181818182,"Real estate activities"
" L",4,3267,1812,80.2980132450331,"Real estate activities"
" L",5,3033,1741,74.2102240091901,"Real estate activities"
" L",6,3524,2227,58.2397844634037,"Real estate activities"
" L",7,3317,1879,76.5300691857371,"Real estate activities"
" L",8,3497,1923,81.851274050962,"Real estate activities"
" L",9,3887,1935,100.878552971576,"Real estate activities"
" L",10,3467,2185,58.6727688787185,"Real estate activities"
" L",11,3554,1975,79.9493670886076,"Real estate activities"
" L",12,3731,2073,79.9807042932947,"Real estate activities"
" L",13,4001,2268,76.4109347442681,"Real estate activities"
" L",14,2604,2090,24.5933014354067,"Real estate activities"
" L",15,3636,2237,62.5391148860081,"Real estate activities"
" L",16,3088,1279,141.438623924941,"Real estate activities"
" L",17,3561,1898,87.6185458377239,"Real estate activities"
" L",18,2806,1499,87.1914609739826,"Real estate activities"
" L",19,3355,2112,58.8541666666667,"Real estate activities"
" L",20,3786,2141,76.8332554880897,"Real estate activities"
" L",21,2800,1736,61.2903225806452,"Real estate activities"
" L",22,2318,1792,29.3526785714286,"Real estate activities"
" L",23,2596,1957,32.6520183955033,"Real estate activities"
" L",24,2662,2003,32.9006490264603,"Real estate activities"
" L",25,2730,1844,48.0477223427332,"Real estate activities"
" L",26,2804,1836,52.723311546841,"Real estate activities"
" L",27,2631,2222,18.4068406840684,"Real estate activities"
" L",28,2513,1911,31.5018315018315,"Real estate activities"
" L",29,2447,2059,18.844099077222,"Real estate activities"
" L",30,2581,1973,30.8160162189559,"Real estate activities"
" M",1,3948,2275,73.5384615384615,"Professional, scientific and technical activities"
" M",2,4353,3498,24.442538593482,"Professional, scientific and technical activities"
" M",3,4481,3474,28.9867587795049,"Professional, scientific and technical activities"
" M",4,4244,3772,12.5132555673383,"Professional, scientific and technical activities"
" M",5,4295,3385,26.8833087149188,"Professional, scientific and technical activities"
" M",6,4887,4186,16.7462971810798,"Professional, scientific and technical activities"
" M",7,4215,3561,18.3656276326875,"Professional, scientific and technical activities"
" M",8,4624,3889,18.8994600154281,"Professional, scientific and technical activities"
" M",9,5213,3753,38.9022115640821,"Professional, scientific and technical activities"
" M",10,4417,4295,2.84051222351571,"Professional, scientific and technical activities"
" M",11,4331,3813,13.5851035929714,"Professional, scientific and technical activities"
" M",12,4559,3963,15.039111784002,"Professional, scientific and technical activities"
" M",13,5001,4403,13.5816488757665,"Professional, scientific and technical activities"
" M",14,3784,3830,-1.20104438642298,"Professional, scientific and technical activities"
" M",15,4362,4347,0.345065562456859,"Professional, scientific and technical activities"
" M",16,3862,2402,60.7826810990841,"Professional, scientific and technical activities"
" M",17,3995,3646,9.57213384530993,"Professional, scientific and technical activities"
" M",18,3771,2955,27.6142131979696,"Professional, scientific and technical activities"
" M",19,4016,3877,3.5852463244777,"Professional, scientific and technical activities"
" M",20,4745,3777,25.6288059306328,"Professional, scientific and technical activities"
" M",21,3667,3413,7.44213302080281,"Professional, scientific and technical activities"
" M",22,3387,3812,-11.1490031479538,"Professional, scientific and technical activities"
" M",23,3612,3810,-5.19685039370079,"Professional, scientific and technical activities"
" M",24,3499,3597,-2.72449263274951,"Professional, scientific and technical activities"
" M",25,3658,3418,7.02165008777063,"Professional, scientific and technical activities"
" M",26,3983,3454,15.3155761436016,"Professional, scientific and technical activities"
" M",27,3752,4023,-6.73626646781009,"Professional, scientific and technical activities"
" M",28,3504,3733,-6.13447629252611,"Professional, scientific and technical activities"
" M",29,3488,3294,5.88949605343048,"Professional, scientific and technical activities"
" M",30,3577,3262,9.65665236051503,"Professional, scientific and technical activities"
" N",1,1465,549,166.848816029144,"Administrative and support service activities"
" N",2,1498,948,58.0168776371308,"Administrative and support service activities"
" N",3,1604,951,68.664563617245,"Administrative and support service activities"
" N",4,1665,922,80.58568329718,"Administrative and support service activities"
" N",5,1544,921,67.6438653637351,"Administrative and support service activities"
" N",6,1812,1137,59.3667546174143,"Administrative and support service activities"
" N",7,1559,1004,55.2788844621514,"Administrative and support service activities"
" N",8,1861,981,89.7043832823649,"Administrative and support service activities"
" N",9,1929,956,101.778242677824,"Administrative and support service activities"
" N",10,1838,1132,62.3674911660777,"Administrative and support service activities"
" N",11,1918,1214,57.9901153212521,"Administrative and support service activities"
" N",12,1847,1214,52.1416803953872,"Administrative and support service activities"
" N",13,2065,1112,85.7014388489209,"Administrative and support service activities"
" N",14,1820,1291,40.9759876065066,"Administrative and support service activities"
" N",15,1952,1277,52.858261550509,"Administrative and support service activities"
" N",16,1491,745,100.134228187919,"Administrative and support service activities"
" N",17,1676,1071,56.4892623716153,"Administrative and support service activities"
" N",18,1550,899,72.4137931034483,"Administrative and support service activities"
" N",19,1643,1005,63.4825870646766,"Administrative and support service activities"
" N",20,1980,1106,79.0235081374322,"Administrative and support service activities"
" N",21,1586,1011,56.8743818001978,"Administrative and support service activities"
" N",22,1320,992,33.0645161290322,"Administrative and support service activities"
" N",23,1574,919,71.2731229597388,"Administrative and support service activities"
" N",24,1609,1246,29.1332263242376,"Administrative and support service activities"
" N",25,1559,1049,48.6177311725453,"Administrative and support service activities"
" N",26,1626,1108,46.7509025270758,"Administrative and support service activities"
" N",27,1653,1069,54.6304957904584,"Administrative and support service activities"
" N",28,1402,1024,36.9140625,"Administrative and support service activities"
" N",29,1490,963,54.7248182762202,"Administrative and support service activities"
" N",30,1625,1032,57.4612403100775,"Administrative and support service activities"
" O",1,42,18,133.333333333333,"Public administration and defence; compulsory social security"
" O",2,51,17,200,"Public administration and defence; compulsory social security"
" O",3,62,28,121.428571428571,"Public administration and defence; compulsory social security"
" O",4,31,20,55,"Public administration and defence; compulsory social security"
" O",5,51,26,96.1538461538461,"Public administration and defence; compulsory social security"
" O",6,60,25,140,"Public administration and defence; compulsory social security"
" O",7,43,23,86.9565217391304,"Public administration and defence; compulsory social security"
" O",8,58,19,205.263157894737,"Public administration and defence; compulsory social security"
" O",9,47,28,67.8571428571429,"Public administration and defence; compulsory social security"
" O",10,33,28,17.8571428571429,"Public administration and defence; compulsory social security"
" O",11,40,23,73.9130434782609,"Public administration and defence; compulsory social security"
" O",12,28,31,-9.67741935483871,"Public administration and defence; compulsory social security"
" O",13,52,36,44.4444444444444,"Public administration and defence; compulsory social security"
" O",14,27,22,22.7272727272727,"Public administration and defence; compulsory social security"
" O",15,44,23,91.304347826087,"Public administration and defence; compulsory social security"
" O",16,49,19,157.894736842105,"Public administration and defence; compulsory social security"
" O",17,53,28,89.2857142857143,"Public administration and defence; compulsory social security"
" O",18,39,25,56,"Public administration and defence; compulsory social security"
" O",19,47,34,38.2352941176471,"Public administration and defence; compulsory social security"
" O",20,46,30,53.3333333333333,"Public administration and defence; compulsory social security"
" O",21,28,23,21.7391304347826,"Public administration and defence; compulsory social security"
" O",22,41,32,28.125,"Public administration and defence; compulsory social security"
" O",23,35,34,2.94117647058822,"Public administration and defence; compulsory social security"
" O",24,33,30,10,"Public administration and defence; compulsory social security"
" O",25,31,23,34.7826086956522,"Public administration and defence; compulsory social security"
" O",26,53,25,112,"Public administration and defence; compulsory social security"
" O",27,39,21,85.7142857142857,"Public administration and defence; compulsory social security"
" O",28,46,28,64.2857142857143,"Public administration and defence; compulsory social security"
" O",29,41,23,78.2608695652174,"Public administration and defence; compulsory social security"
" O",30,35,35,0,"Public administration and defence; compulsory social security"
" P",1,256,129,98.4496124031008,"Education"
" P",2,269,157,71.3375796178344,"Education"
" P",3,316,171,84.7953216374269,"Education"
" P",4,308,152,102.631578947368,"Education"
" P",5,301,170,77.0588235294118,"Education"
" P",6,299,206,45.1456310679612,"Education"
" P",7,274,147,86.3945578231293,"Education"
" P",8,301,183,64.4808743169399,"Education"
" P",9,391,163,139.877300613497,"Education"
" P",10,316,204,54.9019607843137,"Education"
" P",11,357,156,128.846153846154,"Education"
" P",12,353,220,60.4545454545455,"Education"
" P",13,335,219,52.9680365296804,"Education"
" P",14,265,219,21.0045662100457,"Education"
" P",15,316,224,41.0714285714286,"Education"
" P",16,265,115,130.434782608696,"Education"
" P",17,302,219,37.8995433789954,"Education"
" P",18,249,162,53.7037037037037,"Education"
" P",19,295,218,35.3211009174312,"Education"
" P",20,366,220,66.3636363636364,"Education"
" P",21,289,163,77.3006134969325,"Education"
" P",22,258,225,14.6666666666667,"Education"
" P",23,258,204,26.4705882352941,"Education"
" P",24,259,205,26.3414634146341,"Education"
" P",25,261,172,51.7441860465116,"Education"
" P",26,288,174,65.5172413793103,"Education"
" P",27,325,243,33.7448559670782,"Education"
" P",28,240,199,20.6030150753769,"Education"
